FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
121,,1946,Person,1946-121,4,linens,,2.00705E+13,19460518,digitised,JA70003000,,1970173,40063.5448,831.5989,,
124,,1946,Person,1946-124,5.3,linens,,2.00705E+13,19460531,digitised,JA70003000,,1970174,53315.5382,885.7014,,
124,,1946,Lightning,1946-124,141,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970175,1410690.085,4677.7001,,
128,,1946,Person,1946-128,100.1,linens,,2.00705E+13,19460827,digitised,JA70003000,,1970176,1001779.305,3954.38,,
130,,1946,Lightning,1946-130,155.2,linens,,2.00705E+13,19460829,digitised,JA70003000,,1970177,1552518.05,6190.0653,,
134,,1946,Lightning,1946-134,5.6,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970178,56426.0177,877.0293,,
2a,,1946,Person,1946-2a,3.3,linens,,2.00705E+13,19460425,digitised,JA70003000,,1970287,33348.8489,782.9102,,
3,,1946,Person,Mar-46,4,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970288,40737.8949,862.6117,,
3,,1946,Person,Mar-46,39.8,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970289,398295.8027,3011.4547,,
30,,1946,Person,1946-30,105.8,linens,,2.00705E+13,19460511,digitised,JA70003000,,1970290,1058838.795,4135.8771,,
30,,1946,Person,1946-30,2.9,linens,,2.00705E+13,19460511,digitised,JA70003000,,1970291,29937.2952,635.9063,,
30,,1946,Person,1946-30,2,linens,,2.00705E+13,19460511,digitised,JA70003000,,1970292,20785.9604,556.6291,,
300,,1946,Person,1946-300,1,linens,,2.00705E+13,19460824,digitised,JA70003000,,1970293,10825.6968,393.0587,,
305,,1946,Lightning,1946-305,37.8,linens,,2.00705E+13,19460728,digitised,JA70003000,,1970294,378760.8812,2460.9628,,
306,,1946,Lightning,1946-306,230.3,linens,,2.00705E+13,19460728,digitised,JA70003000,,1970295,2303401.102,7213.3989,,
469209169,,1946,Lightning,1946-469209169,33.6,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970403,336045.5579,2219.257,,
469215111,,1946,Person,1946-469215111,148.3,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970404,1483007.133,5634.537,,
469215243,,1946,Person,1946-469215243,340.3,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970405,3403258.681,8414.0739,,
469216562,,1946,Person,1946-469216562,542.6,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970406,5426482.03,9694.8474,,
469301122,,1946,Lightning,1946-469301122,407.2,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970407,4072802.952,8984.4951,,
469403087,,1946,Person,1946-469403087,1567.1,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970408,15671523.72,23873.5038,,
469410057,,1946,Person,1946-469410057,792,mylars,,2.00705E+13,19460520,digitised,JA70003000,,1970409,7920158.877,18258.2702,,
469413148,,1946,Person,1946-469413148,8.7,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970410,87332.5872,1155.9668,,
435,,1945,Person,1945-435,113.4,linens,,2.00705E+13,19450821,digitised,JA70003000,,1970091,1134284.48,4177.7517,,
43a,,1945,Person,1945-43a,61.1,linens,,2.00705E+13,19450520,digitised,JA70003000,,1970092,611442.3938,3976.7183,,
443,,1945,Person,1945-443,87.4,linens,,2.00705E+13,19450816,digitised,JA70003000,,1970093,874174.2544,4063.0211,,
448,,1945,Lightning,1945-448,176.4,linens,,2.00705E+13,19450811,digitised,JA70003000,,1970094,1764891.521,6166.6779,,
45,,1945,Person,1945-45,45.7,linens,,2.00705E+13,19450527,digitised,JA70003000,,1970095,457354.1187,2852.0598,,
454,,1945,Lightning,1945-454,7856.6,linens,,2.00705E+13,19450728,digitised,JA70003000,,1970096,78566073.88,46264.1793,,
458205213,,1945,Person,1945-458205213,135.9,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970097,1359848.692,4976.3196,,
136,,1946,Person,1946-136,78,linens,,2.00705E+13,19460909,digitised,JA70003000,,1970179,780603.0938,5919.7709,,
138,,1946,Person,1946-138,0.3,linens,,2.00705E+13,19460725,digitised,JA70003000,,1970180,3435.1826,214.4162,,
138,,1946,Person,1946-138,147.2,linens,,2.00705E+13,19460704,digitised,JA70003000,,1970181,1472823.192,6409.4726,,
139a,,1946,Person,1946-139a,26.4,linens,,2.00705E+13,19460426,digitised,JA70003000,,1970182,264318.486,3141.6045,,
13b,,1946,Person,1946-13b,8.4,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970183,84229.4064,1144.6791,,
14,,1946,Lightning,1946-14,35.4,linens,,2.00705E+13,19460505,digitised,JA70003000,,1970184,354108.0973,2516.3835,,
31,,1946,Person,1946-31,151,linens,,2.00705E+13,19460515,digitised,JA70003000,,1970296,1510840.817,6583.729,,
31,,1946,Person,1946-31,57.5,linens,,2.00705E+13,19460507,digitised,JA70003000,,1970297,575928.0676,4367.1112,,
312,,1946,Person,1946-312,208.9,linens,,2.00705E+13,19460821,digitised,JA70003000,,1970298,2089722.604,7608.4093,,
312,,1946,Person,1946-312,26.8,linens,,2.00705E+13,19460728,digitised,JA70003000,,1970299,268431.1002,1982.9323,,
312,,1946,Lightning,1946-312,1.5,linens,,2.00705E+13,19460821,digitised,JA70003000,,1970300,15394.6387,461.0033,,
473,,1946,Person,1946-473,86.5,linens,,2.00705E+13,19460829,digitised,JA70003000,,1970411,865441.551,4840.3609,,
48,,1946,Person,1946-48,7.5,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970412,75459.0036,1173.5119,,
482,,1946,Lightning,1946-482,1724.3,linens,,2.00705E+13,19460819,digitised,JA70003000,,1970413,17243480.14,20458.3138,,
484,,1946,Lightning,1946-484,161.7,linens,,2.00705E+13,19460831,digitised,JA70003000,,1970414,1617733.109,6107.2864,,
48a,,1946,Person,1946-48a,4.7,linens,,2.00705E+13,19460522,digitised,JA70003000,,1970415,47180.6483,910.139,,
49,,1946,Person,1946-49,180.1,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970416,1801462.391,6104.6347,,
459,,1945,Person,1945-459,115,linens,,2.00705E+13,19450831,digitised,JA70003000,,1970098,1150816.146,5104.35,,
459202119,,1945,Person,1945-459202119,1351.7,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970099,13517946.93,22858.6985,,
459202170,,1945,Person,1945-459202170,71.1,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970100,711389.7297,3400.6295,,
459202387,,1945,Person,1945-459202387,141,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970101,1410463.806,5704.3783,,
459206005,,1945,Person,1945-459206005,89.6,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970102,896859.0875,5945.9685,,
459206258,,1945,Person,1945-459206258,141.2,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970103,1412185.588,6114.4757,,
459206358,,1945,Person,1945-459206358,25.2,mylars,,2.00705E+13,20070516,digitised,JA70003000,,1970104,252565.9076,2411.601,,
140,,1946,Person,1946-140,239.2,linens,,2.00705E+13,19460907,digitised,JA70003000,,1970185,2392078.196,7410.2179,,
140,,1946,Lightning,1946-140,30.8,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970186,308371.1209,2382.1944,,
141,,1946,Lightning,1946-141,167,linens,,2.00705E+13,20070516,digitised,JA70003000,,1970187,1670913.647,6255.1839,,
142,,1946,Person,1946-142,23287.2,linens,,2.00705E+13,19460510,digitised,JA70003000,,1970188,232872690.8,75470.0158,,
142,,1946,Lightning,1946-142,66,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970189,660335.4847,3432.8018,,
144,,1946,Lightning,1946-144,46.3,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970190,463032.8255,3151.1109,,
145,,1946,Lightning,1946-145,1.7,linens,,2.00705E+13,19460628,digitised,JA70003000,,1970191,17520.6474,491.8893,,
313,,1946,Lightning,1946-313,95.5,linens,,2.00705E+13,19460812,digitised,JA70003000,,1970301,955688.1539,4146.326,,
315,,1946,Lightning,1946-315,546.8,linens,,2.00705E+13,19460819,digitised,JA70003000,,1970302,5468130.331,9724.2054,,
32,,1946,Person,1946-32,48,linens,,2.00705E+13,19460507,digitised,JA70003000,,1970303,480900.1678,3067.2581,,
320,,1946,Lightning,1946-320,35.5,linens,,2.00705E+13,19460729,digitised,JA70003000,,1970304,355477.1499,2652.0088,,
323,,1946,Person,1946-323,2.4,linens,,2.00705E+13,19460804,digitised,JA70003000,,1970305,24420.5701,677.7328,,
327,,1946,Lightning,1946-327,8.8,linens,,2.00705E+13,19460820,digitised,JA70003000,,1970306,88558.0173,1427.1269,,
328a,,1946,Lightning,1946-328a,18.7,linens,,2.00705E+13,19460808,digitised,JA70003000,,1970307,187921.823,1629.8435,,
32a,,1946,Person,1946-32a,854.4,linens,,2.00705E+13,19460810,digitised,JA70003000,,1970308,8544516.807,16090.0389,,
R00001,,1957,Person,1957-R00001,238.6,mylars,,2.00705E+13,19570420,digitised,JA70003000,,1971758,2386948.713,9785.3118,,
R00009,,1957,Person,1957-R00009,24.8,mylars,,2.00705E+13,19570430,digitised,JA70003000,,1971759,248049.8564,2490.9064,,
R00013,,1957,Person,1957-R00013,30.8,mylars,,2.00705E+13,19570430,digitised,JA70003000,,1971760,308566.4459,2032.7333,,
R00016,,1957,Person,1957-R00016,11.7,Buffered_Point,,2.00705E+13,19570507,buffered_point,JA70003000,,1971761,117508.0209,1284.4159,,
R00022,,1957,Person,1957-R00022,37.3,mylars,,2.00705E+13,19570510,digitised,JA70003000,,1971762,373293.002,2575.6683,,
R00049,,1957,Lightning,1957-R00049,1965.6,mylars,,2.00705E+13,19570607,digitised,JA70003000,,1971763,19656809.04,29471.5529,,
G00143,,1958,Person,1958-G00143,8858.6,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971889,88586505.16,48856.2065,,
G00143,,1958,Person,1958-G00143,2887,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971890,28870748.42,27828.7442,,
G00143,,1958,Person,1958-G00143,10.7,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971891,107661.7459,1259.5285,,
G00143,,1958,Person,1958-G00143,6.7,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971892,67383.8269,1048.2787,,
C00002,,1956,Person,1956-C00002,362.2,mylars,,2.00705E+13,19560519,digitised,JA70003000,,1971507,3622763.583,8007.8994,,
C00005,,1956,Lightning,1956-C00005,272.3,mylars,,2.00705E+13,19560810,digitised,JA70003000,,1971508,2723939.153,7433.937,,
C00008,,1956,Person,1956-C00008,378.3,mylars,,2.00705E+13,19560516,digitised,JA70003000,,1971509,3783771.364,9964.4921,,
C00013,,1956,Person,1956-C00013,1232.3,mylars,,2.00705E+13,19560510,digitised,JA70003000,,1971510,12323875.83,15040.6681,,
G00128,,1956,Person,1956-G00128,9076.2,mylars,,2.00705E+13,19560502,digitised,JA70003000,,1971615,90762526.82,53373.7579,,
G00128,,1956,Person,1956-G00128,647.6,mylars,,2.00705E+13,19560502,digitised,JA70003000,,1971616,6476011.659,10339.4778,,
G00132,,1956,Person,1956-G00132,1914.1,mylars,,2.00705E+13,19560520,digitised,JA70003000,,1971617,19141793.32,30991.6307,,
R00050,,1957,Lightning,1957-R00050,642.2,mylars,,2.00705E+13,19570607,digitised,JA70003000,,1971764,6422150.367,10506.4834,,
R00051,,1957,Person,1957-R00051,134.7,mylars,,2.00705E+13,19570616,digitised,JA70003000,,1971765,1347150.357,5360.2827,,
R00051,,1957,Person,1957-R00051,227.8,mylars,,2.00705E+13,19570616,digitised,JA70003000,,1971766,2277997.138,8663.2943,,
R00051,,1957,Person,1957-R00051,355.9,mylars,,2.00705E+13,19570616,digitised,JA70003000,,1971767,3559245.612,8836.481,,
V00003,,1957,Person,1957-V00003,11.7,mylars,,2.00705E+13,19570505,digitised,JA70003000,,1971768,117989.2043,1652.697,,
V00003,,1957,Person,1957-V00003,32.2,mylars,,2.00705E+13,19570505,digitised,JA70003000,,1971769,322926.8465,2345.8492,,
V00009,,1957,Person,1957-V00009,449.2,mylars,,2.00705E+13,19570506,digitised,JA70003000,,1971770,4492863.718,10691.129,,
V00061,,1957,Person,1957-V00061,172.5,mylars,,2.00705E+13,19570514,digitised,JA70003000,,1971771,1725131.425,6402.4984,,
V00393,,1957,Person,1957-V00393,28.4,mylars,,2.00705E+13,19570724,digitised,JA70003000,,1971772,284681.2074,3062.7976,,
V00488,,1957,Person,1957-V00488,631.7,mylars,,2.00705E+13,19570910,digitised,JA70003000,,1971773,6317088.831,11909.4735,,
G00143,,1958,Person,1958-G00143,7631.3,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971893,76313513.58,47029.3754,,
G00144,,1958,Person,1958-G00144,356.9,mylars,,2.00705E+13,19580525,digitised,JA70003000,,1971894,3569294.35,10973.5499,,
G00147,,1958,Lightning,1958-G00147,197.9,mylars,,2.00705E+13,19580523,digitised,JA70003000,,1971895,1979605.752,9212.8823,,
G00147,,1958,Lightning,1958-G00147,19.3,mylars,,2.00705E+13,19580523,digitised,JA70003000,,1971896,193034.4672,1959.2162,,
G00147,,1958,Lightning,1958-G00147,24.8,mylars,,2.00705E+13,19580523,digitised,JA70003000,,1971897,248771.904,1879.8078,,
G00149,,1958,Lightning,1958-G00149,295.6,mylars,,2.00705E+13,19580527,digitised,JA70003000,,1971898,2956575.822,10735.8873,,
C00014,,1956,Person,1956-C00014,119.8,mylars,,2.00705E+13,19560512,digitised,JA70003000,,1971511,1198862.081,7916.1434,,
C00034,,1956,Person,1956-C00034,81.7,mylars,,2.00705E+13,19560509,digitised,JA70003000,,1971512,817894.4845,3871.2525,,
C00040,,1956,Person,1956-C00040,21.7,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971513,217659.2009,1996.5738,,
C00040,,1956,Person,1956-C00040,10,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971514,100129.9531,1730.5276,,
C00040,,1956,Person,1956-C00040,11.9,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971515,119534.0717,1728.831,,
C00042,,1956,Person,1956-C00042,36.8,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971516,368473.1553,2582.6264,,
C00044,,1956,Person,1956-C00044,169.1,mylars,,2.00705E+13,19560519,digitised,JA70003000,,1971517,1691376.096,6450.0552,,
C00049,,1956,Person,1956-C00049,32.9,mylars,,2.00705E+13,19560520,digitised,JA70003000,,1971518,329527.0736,2452.9922,,
C00050,,1956,Person,1956-C00050,192,mylars,,2.00705E+13,19560519,digitised,JA70003000,,1971519,1920406.223,6354.0199,,
C00056,,1956,Person,1956-C00056,186.3,Buffered_Point,,2.00705E+13,19560521,buffered_point,JA70003000,,1971520,1863763.15,5062.0216,,
C00057,,1956,Person,1956-C00057,158.8,mylars,,2.00705E+13,19560517,digitised,JA70003000,,1971521,1588349.318,6476.5351,,
C00061,,1956,Person,1956-C00061,192.7,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971522,1927116.506,5313.986,,
G00144,,1956,Person,1956-G00144,4272.3,mylars,,2.00705E+13,19560516,digitised,JA70003000,,1971618,42723262.99,25195.3208,,
G00144,,1956,Person,1956-G00144,2824.4,mylars,,2.00705E+13,19560516,digitised,JA70003000,,1971619,28244857.19,21702.0187,,
G00163,,1956,Person,1956-G00163,5104.7,mylars,,2.00705E+13,19560510,digitised,JA70003000,,1971620,51047285.7,33491.6674,,
G00164,,1956,Person,1956-G00164,1087.2,mylars,,2.00705E+13,19560522,digitised,JA70003000,,1971621,10872760.46,17866.4767,,
G00165,,1956,Person,1956-G00165,26967.1,mylars,,2.00705E+13,19560520,digitised,JA70003000,,1971622,269671514.5,101586.5338,,
G00171,,1956,Person,1956-G00171,123.4,mylars,,2.00705E+13,19560710,digitised,JA70003000,,1971623,1234008.299,6246.5412,,
G00182,,1956,Lightning,1956-G00182,122.6,mylars,,2.00705E+13,19561231,digitised,JA70003000,,1971624,1226205.433,4994.7414,,
V00504,,1957,Person,1957-V00504,74.6,mylars,,2.00705E+13,19570917,digitised,JA70003000,,1971774,746682.7319,3347.9894,,
V00505,,1957,Person,1957-V00505,13,Buffered_Point,,2.00705E+13,19570924,buffered_point,JA70003000,,1971775,130554.9543,1327.2113,,
C00002,,1958,Person,1958-C00002,29.1,Buffered_Point,,2.00705E+13,19580526,buffered_point,JA70003000,,1971776,291855.7721,2010.9042,,
C00004,,1958,Person,1958-C00004,83.5,Buffered_Point,,2.00705E+13,19580822,buffered_point,JA70003000,,1971777,835926.4534,3396.5763,,
C00016,,1958,Person,1958-C00016,47.4,mylars,,2.00705E+13,19580501,digitised,JA70003000,,1971778,474021.5117,3924.1264,,
C00018,,1958,Person,1958-C00018,13.3,Buffered_Point,,2.00705E+13,19580525,buffered_point,JA70003000,,1971779,133591.7095,1360.4948,,
C00028,,1958,Person,1958-C00028,51.3,Buffered_Point,,2.00705E+13,19580619,buffered_point,JA70003000,,1971780,513305.0195,2666.8281,,
C00038,,1958,Person,1958-C00038,79.7,mylars,,2.00705E+13,19580718,digitised,JA70003000,,1971781,797747.6035,3852.3514,,
C00049,,1958,Person,1958-C00049,124.9,mylars,,2.00705E+13,19580819,digitised,JA70003000,,1971782,1249296.645,5807.3392,,
C00085,,1958,Person,1958-C00085,54.6,mylars,,2.00705E+13,19580519,digitised,JA70003000,,1971783,546851.2401,3048.1587,,
C00085,,1958,Person,1958-C00085,32966.7,mylars,,2.00705E+13,19580519,digitised,JA70003000,,1971784,329667218.5,83044.0151,,
G00152,,1958,Person,1958-G00152,5433.9,mylars,,2.00705E+13,19580501,digitised,JA70003000,,1971899,54339627.56,48666.7154,,
G00154,,1958,Lightning,1958-G00154,2984.1,mylars,,2.00705E+13,19580523,digitised,JA70003000,,1971900,29841256.05,47959.3733,,
C00063,,1956,Person,1956-C00063,17.7,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971523,177400.8565,2652.2365,,
C00064,,1956,Person,1956-C00064,2328.3,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971524,23283234.52,30743.7831,,
C00065,,1956,Person,1956-C00065,23.4,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971525,234090.4922,2404.5005,,
C00067,,1956,Person,1956-C00067,31.7,mylars,,2.00705E+13,19560517,digitised,JA70003000,,1971526,317622.551,4213.2682,,
C00069,,1956,Person,1956-C00069,332.4,Buffered_Point,,2.00705E+13,19560519,buffered_point,JA70003000,,1971527,3324952.921,6772.6236,,
C00070,,1956,Person,1956-C00070,55.8,mylars,,2.00705E+13,19560519,digitised,JA70003000,,1971528,558698.0687,3264.6956,,
C00071,,1956,Person,1956-C00071,388.5,mylars,,2.00705E+13,19560517,digitised,JA70003000,,1971529,3885066.642,8175.2607,,
C00072,,1956,Person,1956-C00072,974.2,mylars,,2.00705E+13,19560517,digitised,JA70003000,,1971530,9742872.526,14947.4733,,
C00074,,1956,Person,1956-C00074,77.8,mylars,,2.00705E+13,19560511,digitised,JA70003000,,1971531,778464.1198,5622.3528,,
G00183,,1956,Lightning,1956-G00183,107.2,mylars,,2.00705E+13,19561231,digitised,JA70003000,,1971625,1072351.285,6241.2547,,
G00223,,1956,Person,1956-G00223,84.4,mylars,,2.00705E+13,19560812,digitised,JA70003000,,1971626,844954.2846,4336.999,,
G00244,,1956,Person,1956-G00244,93.3,mylars,,2.00705E+13,19560914,digitised,JA70003000,,1971627,933436.521,4840.268,,
K00005,,1956,Person,1956-K00005,36.7,mylars,,2.00705E+13,19560413,digitised,JA70003000,,1971628,367682.4221,2597.7351,,
K00006,,1956,Person,1956-K00006,9.9,mylars,,2.00705E+13,19560412,digitised,JA70003000,,1971629,99667.4442,1277.1332,,
K00007,,1956,Person,1956-K00007,10.5,mylars,,2.00705E+13,19560415,digitised,JA70003000,,1971630,105836.9271,1258.5298,,
K00007,,1956,Person,1956-K00007,27.3,mylars,,2.00705E+13,19560415,digitised,JA70003000,,1971631,273212.2181,2453.0803,,
K00073,,1956,Person,1956-K00073,58.7,mylars,,2.00705E+13,19560518,digitised,JA70003000,,1971632,587533.5588,3513.4349,,
K00300,,1956,Lightning,1956-K00300,35.5,mylars,,2.00705E+13,19560722,digitised,JA70003000,,1971633,355041.5726,2406.3269,,
K00300,,1956,Lightning,1956-K00300,162.3,mylars,,2.00705E+13,19560722,digitised,JA70003000,,1971634,1623790.085,6223.1176,,
K00300,,1956,Lightning,1956-K00300,83.8,mylars,,2.00705E+13,19560722,digitised,JA70003000,,1971635,838174.0037,4256.8333,,
C00086,,1958,Person,1958-C00086,77.5,mylars,,2.00705E+13,19580515,digitised,JA70003000,,1971785,775263.6399,3383.38,,
C00096,,1958,Person,1958-C00096,12.6,Buffered_Point,,2.00705E+13,19580521,buffered_point,JA70003000,,1971786,126531.1302,1314.0611,,
C00097,,1958,Person,1958-C00097,78.1,mylars,,2.00705E+13,19580516,digitised,JA70003000,,1971787,781006.1915,3449.8674,,
C00111,,1958,Person,1958-C00111,37,mylars,,2.00705E+13,19580501,digitised,JA70003000,,1971788,370407.1484,2359.1934,,
C00112,,1958,Person,1958-C00112,50.5,mylars,,2.00705E+13,19580526,digitised,JA70003000,,1971789,505248.5094,3841.1395,,
C00116,,1958,Person,1958-C00116,38.1,Buffered_Point,,2.00705E+13,19580524,buffered_point,JA70003000,,1971790,381197.4202,2279.742,,
C00123,,1958,Person,1958-C00123,26.9,mylars,,2.00705E+13,19580526,digitised,JA70003000,,1971791,269819.3678,2150.0795,,
C00124,,1958,Person,1958-C00124,65.3,mylars,,2.00705E+13,19580525,digitised,JA70003000,,1971792,653402.6382,3516.2471,,
C00125,,1958,Person,1958-C00125,93.9,mylars,,2.00705E+13,19580519,digitised,JA70003000,,1971793,939094.5128,3622.1453,,
C00126,,1958,Person,1958-C00126,56.4,mylars,,2.00705E+13,19580524,digitised,JA70003000,,1971794,564885.4861,3056.1544,,
C00127,,1958,Person,1958-C00127,156.4,mylars,,2.00705E+13,19580523,digitised,JA70003000,,1971795,1564915.365,5043.2507,,
